1.0000000000000000,Building Summary Midrise Apartment pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),3135.0000000000000000,3135.0000000000000000,3135.0000000000000000
nFloor,,Number of Floors,4.0000000000000000,4.0000000000000000,4.0000000000000000
glazing,,Total,0.1499000000000000,0.1499000000000000,0.1499000000000000
hCeiling,,Floor to Ceiling Height (m),3.0500000000000000,3.0500000000000000,3.0500000000000000
areaWall,,Gross Dimensions - Total Area (m2),1542.0000000000000000,1542.0000000000000000,1542.0000000000000000
ver2hor,,Wall to Skin Ratio,0.6630375893294810,0.6630375893294810,0.6630375893294810
areaRoof,,Gross Dimensions - Total Area (m2),783.6600000000000000,783.6600000000000000,783.6600000000000000
areaWindow,,Total Area (m2),231.0900000000000000,231.0900000000000000,231.0900000000000000
