3.0000000000000000,,Location Summary,,,,,,,,,,,,,,,,,
Building,UWG,,,Miami,Houston,Phoenix,Atlanta,Los Angeles,Las Vegas,San Francisco,Baltimore,Albuquerque,Seattle,Chicago,Boulder,Minneapolis,Helena,Duluth,Fairbanks
BLD15PRE,Zone,,ASHRAE 90.1-2004 Climate Zone,1A,2A,2B,3A,3B-CA,3B,3C,4A,4B,4C,5A,5B,6A,6B,7.0000000000000000,8.0000000000000000
BLD15PRE,TypeWall,,Construction Type,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall
BLD15PRE,RvalWall,,R-value (m2·K / W),0.7656967840735070,0.7656967840735070,0.7656967840735070,0.7824726134585290,0.7656967840735070,0.7656967840735070,0.7861635220125790,0.9891196834817010,0.9569377990430620,1.0060362173038200,1.1286681715575600,1.0940919037199100,1.2150668286755800,1.2150668286755800,1.2953367875647700,1.4084507042253500
BLD15PRE,TypeRoof,,Construction Type,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD
BLD15PRE,RvalRoof,,R-value (m2·K / W),1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,2.0449897750511200,1.9762845849802400,2.0703933747412000,2.5000000000000000,2.3696682464455000,2.9850746268656700,2.9850746268656700,2.9325513196480900,2.9850746268656700
BLD15PRE,Uwindow,,U-Factor (W / m2·K),5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000
BLD15PRE,SHGC,,SHGC,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000
BLD15PRE,HVAC,,Air Conditioning (kW),423.8500000000000000,610.8722200000000000,549.9380200000000000,687.6975900000000000,433.1253800000000000,610.9173800000000000,385.3474700000000000,719.1061800000000000,667.0479700000000000,504.7306000000000000,836.6742300000000000,734.3589600000000000,910.7425900000000000,675.2747700000000000,925.9245300000000000,832.9084600000000000
BLD15PRE,HEAT,,Heating (kW),530.0122900000000000,800.4664300000000000,681.6950500000000000,898.0070400000000000,573.8322900000000000,765.7523600000000000,639.8173000000000000,974.6194200000000000,837.0808800000000000,802.5650300000000000,1160.9290900000000000,994.0902700000000000,1271.8271500000000000,1208.5766000000000000,1329.7036600000000000,1789.1446800000000000
BLD15PRE,COP,,Air Conditioning (COP),3.2815106705202300,3.2090330735616000,3.2079135885167600,3.2057607911640300,3.2916067959351600,3.2028854607148300,3.3108657163364800,3.1999060635245800,3.1982667837217200,3.2224851463335100,3.1976181097390800,3.1918760628998100,3.1971945792059600,3.2001768857734800,3.1948190101411400,3.1998332523840600
BLD15PRE,EffHeat,,Heating Efficiency (%),0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000
BLD15PRE,Fan,,Fan Max Flow Rate (m3/s ),19.3300000000000000,26.7600000000000000,24.8500000000000000,30.2400000000000000,20.9800000000000000,28.1100000000000000,22.6200000000000000,31.1800000000000000,33.2100000000000000,26.9600000000000000,36.1700000000000000,37.8600000000000000,39.2300000000000000,42.1000000000000000,41.7100000000000000,52.0900000000000000
BLD15PST,TypeWall,,Construction Type,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall
BLD15PST,RvalWall,,R-value (m2·K / W),0.4206983592763990,0.5178663904712580,0.4295532646048110,0.6071645415907710,0.4206983592763990,0.6071645415907710,0.4206983592763990,1.4684287812041100,0.9267840593141800,1.7605633802816900,1.7605633802816900,1.2578616352201300,2.4813895781637700,2.2271714922049000,2.8901734104046200,3.7453183520599200
BLD15PST,TypeRoof,,Construction Type,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD
BLD15PST,RvalRoof,,R-value (m2·K / W),2.3752969121140100,2.6666666666666700,3.8314176245210700,2.4449877750611200,1.7574692442882300,3.6630036630036600,1.9960079840319400,3.0303030303030300,2.9850746268656700,2.7472527472527500,3.3783783783783800,3.5087719298245600,3.9682539682539700,3.6496350364963500,4.4052863436123300,5.7471264367816100
BLD15PST,Uwindow,,U-Factor (W / m2·K),5.8350000000000000,5.8350000000000000,5.8350000000000000,4.0920000000000000,5.8350000000000000,5.8350000000000000,4.0920000000000000,3.3540000000000000,4.0920000000000000,4.0920000000000000,3.3540000000000000,3.3540000000000000,2.9560000000000000,2.9560000000000000,2.9560000000000000,2.9560000000000000
BLD15PST,SHGC,,SHGC,0.2510000000000000,0.2510000000000000,0.2510000000000000,0.2550000000000000,0.4400000000000000,0.2510000000000000,0.3920000000000000,0.3550000000000000,0.3620000000000000,0.3920000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.4870000000000000,0.6160000000000000
BLD15PST,HVAC,,Air Conditioning (kW),431.2655000000000000,596.9166600000000000,521.7820300000000000,667.5080100000000000,450.1179900000000000,529.9836900000000000,391.5268400000000000,678.3303400000000000,498.9810200000000000,472.3066400000000000,806.9485200000000000,586.6351400000000000,871.4407100000000000,638.9975800000000000,867.7240900000000000,758.4684900000000000
BLD15PST,HEAT,,Heating (kW),534.9607900000000000,784.3206700000000000,660.4081600000000000,877.3631400000000000,594.7990400000000000,729.9535600000000000,649.0181400000000000,944.3515600000000000,796.9986700000000000,773.3011200000000000,1135.6242200000000000,954.0278400000000000,1237.0069000000000000,1157.1011200000000000,1258.7405600000000000,1662.1964600000000000
BLD15PST,COP,,Air Conditioning (COP),3.2831734666927900,3.2103082110323400,3.2099379028058900,3.2062111972259300,3.2745412579488300,3.2172289454794400,3.3129882646104200,3.1998855377750000,3.2371130216536100,3.2345489349885100,3.1978886154968100,3.2309599123230200,3.1968735959099300,3.2096942958688500,3.2114898861457200,3.1986514332322500
BLD15PST,EffHeat,,Heating Efficiency (%),0.7853538465875230,0.7804711932429370,0.7824121243444360,0.7819438468773610,0.7824890484019610,0.7820724828028790,0.7821854701934830,0.7818400071261600,0.7818156609972760,0.7818978079328270,0.7804611074603530,0.7816548919578700,0.7804552218746720,0.7815820470383780,0.7804620083109110,0.7804554195717640
BLD15PST,Fan,,Fan Max Flow Rate (m3/s ),19.5400000000000000,26.1900000000000000,23.9800000000000000,29.4300000000000000,21.7300000000000000,26.6200000000000000,22.9600000000000000,29.7500000000000000,31.5100000000000000,25.7600000000000000,34.9600000000000000,36.1200000000000000,37.5700000000000000,39.9800000000000000,39.0300000000000000,47.5900000000000000
BLD15NEW,TypeWall,,Construction Type,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall,MassWall
BLD15NEW,RvalWall,,R-value (m2·K / W),0.4206983592763990,0.4206983592763990,0.4206983592763990,1.1668611435239200,1.1668611435239200,1.1668611435239200,1.1668611435239200,1.1668611435239200,1.1668611435239200,1.1668611435239200,1.4326647564469900,1.4326647564469900,1.6920473773265700,1.6920473773265700,1.9569471624266100,2.2026431718061700
BLD15NEW,TypeRoof,,Construction Type,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD
BLD15NEW,RvalRoof,,R-value (m2·K / W),2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.7932960893854700,2.8490028490028500,2.8490028490028500,2.8490028490028500,2.8490028490028500,2.7932960893854700,3.7174721189591100
BLD15NEW,Uwindow,,U-Factor (W / m2·K),5.8350000000000000,5.8350000000000000,5.8350000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,5.8350000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,3.2410000000000000,2.6150000000000000
BLD15NEW,SHGC,,SHGC,0.2510000000000000,0.2510000000000000,0.2510000000000000,0.2520000000000000,0.2520000000000000,0.2520000000000000,0.3900000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.3850000000000000,0.4870000000000000,0.2960000000000000
BLD15NEW,HVAC,,Air Conditioning (kW),322.4957000000000000,415.0074300000000000,399.9157100000000000,432.4138200000000000,294.1866000000000000,398.1739000000000000,262.5905700000000000,446.1865200000000000,410.4114500000000000,325.3115600000000000,498.8432500000000000,456.4542100000000000,530.1859100000000000,441.1074000000000000,525.9062200000000000,408.1939300000000000
BLD15NEW,HEAT,,Heating (kW),433.8833800000000000,620.2428200000000000,544.0442600000000000,657.8549500000000000,448.0938300000000000,565.6426100000000000,484.5720800000000000,721.1682300000000000,618.5980200000000000,599.8195900000000000,843.6931000000000000,725.4096000000000000,913.8623300000000000,853.8783000000000000,914.9779800000000000,1090.9963400000000000
BLD15NEW,COP,,Air Conditioning (COP),3.2859233369623200,3.2955933637139900,3.2761538195136200,3.2936777626580000,3.3455423952008700,3.2893422323763600,3.3673384272710200,3.2923609390978500,3.2490159558170200,3.3089223515450800,3.2201291369583500,3.2438459325416200,3.2181144759203400,3.2483797787114900,3.2221644144083300,3.3042484526901200
BLD15NEW,EffHeat,,Heating Efficiency (%),0.7854090871146070,0.7823121486517170,0.7848757113989220,0.7821877384976740,0.7872101260577500,0.7844421116011750,0.7845406553344960,0.7820696879561650,0.7820460540756340,0.7821382265957670,0.7818849593531110,0.7818683364543290,0.7817997003990740,0.7817329005784550,0.7816993049384640,0.7815772764187280
BLD15NEW,Fan,,Fan Max Flow Rate (m3/s ),15.3600000000000000,19.3500000000000000,19.0400000000000000,19.9300000000000000,15.5900000000000000,19.3800000000000000,16.1900000000000000,20.4600000000000000,22.4200000000000000,18.4400000000000000,22.6100000000000000,24.4300000000000000,23.8800000000000000,25.7000000000000000,24.3800000000000000,26.4400000000000000
