1.0000000000000000,Building Summary Supermarket pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),4181.0000000000000000,4181.0000000000000000,4181.0000000000000000
nFloor,,Number of Floors,1.0000000000000000,1.0000000000000000,1.0000000000000000
glazing,,Total Glazing,0.1090000000000000,0.1090000000000000,0.1090000000000000
hCeiling,,Floor to Ceiling Height (m),6.1000000000000000,6.1000000000000000,6.1000000000000000
areaWall,,Gross Dimensions - Total Area (m2),1609.5800000000000000,1609.5800000000000000,1609.5800000000000000
ver2hor,,Wall to Skin Ratio,0.2800000000000000,0.2800000000000000,0.2800000000000000
areaRoof,,Gross Dimensions - Total Area (m2),4181.0000000000000000,4181.0000000000000000,4181.0000000000000000
areaWindow,,Window Total,174.7000000000000000,174.7000000000000000,174.7000000000000000
