2.0000000000000000,,Zone Summary,,,,,,,,,,,,,,,,,,
BLD,UWG,Zone Name,Conditioned (Y/N),Multiplier,Area (m2),Volume (m3),Floor-to-Ceiling Height (m),Gross Wall Area  (m2),Window Glass Area (m2),People (m2/per),People,Lights (W/m2),Elec Plug and Process (W/m2),Gas Plug and Process (W/m2),SWH (L/h),Ventilation (L/s/Person),Ventilation (L/s/m2),Ventilation Total (L/s),Exhaust (L/s),Infiltration (ACH)
BLD1PRE,Total,Total Conditioned Zones,,,511.1600000000000000,1558.4100000000000000,0.0000000000000000,275.7202561525100000,47.1700438224064000,0.0000000000000000,196.0560260637590000,24.3890316415794000,146.5864357246260000,326.8277538102940000,503.4582000000000000,9.4545347836293900,5.3362489800193000,1956.4676479403300000,0.0000000000000000,2.0607894524638600
BLD1PST,Total,Total Conditioned Zones,,,511.1600000000000000,1558.4100000000000000,0.0000000000000000,275.7202561525100000,47.1700438224064000,0.0000000000000000,196.0560260637590000,24.3890316415794000,146.5864357246260000,326.8277538102940000,503.4582000000000000,9.4545347836293900,5.3362489800193000,1956.4676479403300000,0.0000000000000000,2.0607894524638600
BLD1NEW,Total,Total Conditioned Zones,,,511.1600000000000000,1558.4100000000000000,0.0000000000000000,275.7202561525100000,47.1700438224064000,0.0000000000000000,196.0560260637590000,19.9620901308788000,146.5864357246260000,326.8277538102940000,503.4582000000000000,9.4545347836293900,5.3362489800193000,1956.4676479403300000,0.0000000000000000,0.5495438539903630
