2.0000000000000000,,Zone Summary,,,,,,,,,,,,,,,,,,
BLD,UWG,Zone Name,Conditioned (Y/N),Multiplier,Area (m2),Volume (m3),Floor-to-Ceiling Height (m),Gross Wall Area  (m2),Window Glass Area (m2),People (m2/per),People,Lights (W/m2),Elec Plug and Process (W/m2),Gas Plug and Process (W/m2),SWH (L/h),Ventilation (L/s/Person),Ventilation (L/s/m2),Ventilation Total (L/s),Exhaust (L/s),Infiltration (ACH)
BLD10PRE,Total,Total Conditioned Zones,,,19592.0000000000000000,95216.0000000000000000,,6384.0059309358100000,2295.8421329072200000,,6080.0643115852100000,15.4421200866816000,10.3360011690486000,12.3417848917926000,1615.6901450800900000,10.0000000000000000,2.8370271651337500,55583.0362193004000000,,0.7038036417091780
BLD10PST,Total,Total Conditioned Zones,,,19592.0000000000000000,95216.0000000000000000,,6384.0059309358100000,2295.8421329072200000,,6080.0643115852100000,15.4421200866816000,10.3360011690486000,12.3417848917926000,1615.6901450800900000,10.0000000000000000,2.8370271651337500,55583.0362193004000000,,0.7038036417091780
BLD10NEW,Total,Total Conditioned Zones,,,19592.0000000000000000,95216.0000000000000000,,6384.0059309358100000,2295.8421329072200000,,6080.0643115852100000,12.3751885830951000,10.3360011690486000,12.3417848917926000,1615.6901450800900000,10.0000000000000000,2.8370271651337500,55583.0362193004000000,,0.1876809711224480
