1,Building Summary Primary School pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),"6,871","6,871","6,871"
nFloor,,Number of Floors,1,1,1
glazing,,Total,0.35,0.35,0.35
hCeiling,,Floor to Ceiling Height (m),4,4,4
areaWall,,Gross Dimensions - Total Area (m2),"2,512","2,512","2,512"
ver2hor,,Wall to Skin Ratio,0.27,0.27,0.27
areaRoof,,Gross Dimensions - Total Area (m2),"6,871","6,871","6,871"
areaWindow,,Total Area (m2),879.18,879.18,879.18
