1,Building Summary Retail pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),"2,294","2,294","2,294"
nFloor,,Number of Floors,1,1,1
glazing,,Total,0.071,0.071,0.071
hCeiling,,Floor to Ceiling Height (m),6.1,6.1,6.1
areaWall,,Gross Dimensions - Total Area (m2),"1,177","1,177","1,177"
ver2hor,,Wall to Skin Ratio,0.34,0.34,0.34
areaRoof,,Gross Dimensions - Total Area (m2),"2,294","2,294","2,294"
areaWindow,,Total Area (m2),83.9,83.9,83.9
