3.00,,Location Summary,,,,,,,,,,,,,,,,,
Building,UWG,,,Miami,Houston,Phoenix,Atlanta,Los Angeles,Las Vegas,San Francisco,Baltimore,Albuquerque,Seattle,Chicago,Boulder,Minneapolis,Helena,Duluth,Fairbanks
BLD10PST,SHGC,,SHGC,0.25,0.25,0.25,0.26,0.44,0.25,0.39,0.36,0.36,0.39,0.39,0.39,0.39,0.39,0.49,0.62
BLD10PST,HVAC,,Air Conditioning (kW),"2,737.64","2,516.73","2,298.93","2,331.40","2,089.13","1,962.19","1,789.83","2,268.04","1,516.15","1,556.62","2,247.53","1,462.07","2,126.48","1,273.62","1,908.38","1,286.69"
BLD10PST,HEAT,,Heating (kW),"2,353.58","2,780.23","2,429.27","2,953.74","2,348.80","2,497.64","2,727.60","3,131.69","2,518.24","2,767.38","3,621.30","2,887.01","3,827.02","3,507.80","3,909.34","5,119.40"
BLD10PST,COP,,Air Conditioning (COP),2.74,2.75,2.78,2.77,2.81,2.82,2.77,2.77,2.85,2.83,2.78,2.86,2.79,2.86,2.82,2.83
BLD10PST,EffHeat,,Heating Efficiency (%),0.75,0.75,0.75,0.76,0.75,0.75,0.75,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
BLD10PST,Fan,,Fan Max Flow Rate (m3/s ),99.42,86.60,90.06,85.45,94.30,84.54,102.97,79.08,80.14,81.24,78.30,75.07,75.15,76.03,75.18,83.63
BLD10NEW,TypeWall,,Construction Type,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame,SteelFrame
BLD10NEW,RvalWall,,R-value (m2·K / W),1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,2.10,2.10,2.10,2.10,2.75,2.75
BLD10NEW,TypeRoof,,Construction Type,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD
BLD10NEW,RvalRoof,,R-value (m2·K / W),2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.85,2.85,2.85,2.85,2.79,3.72
BLD10NEW,Uwindow,,U-Factor (W / m2·K),5.84,5.84,5.84,3.24,3.24,3.24,5.84,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,2.62
BLD10NEW,SHGC,,SHGC,0.25,0.25,0.25,0.25,0.25,0.25,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.49,0.30
BLD10NEW,HVAC,,Air Conditioning (kW),"2,366.44","2,376.50","2,198.16","2,186.71","1,739.33","1,875.85","1,706.96","2,254.94","1,536.82","1,510.21","2,217.71","1,499.52","2,136.62","1,286.05","1,926.13","1,058.06"
BLD10NEW,HEAT,,Heating (kW),"2,044.97","2,673.10","2,332.43","2,804.24","1,999.23","2,390.79","2,648.02","3,145.48","2,513.12","2,681.38","3,598.14","2,905.48","3,857.82","3,487.68","3,950.86","4,572.86"
BLD10NEW,COP,,Air Conditioning (COP),2.95,2.95,2.96,2.96,3.00,2.99,2.96,2.96,3.01,3.00,2.96,3.01,2.97,3.01,2.99,3.02
BLD10NEW,EffHeat,,Heating Efficiency (%),0.77,0.78,0.77,0.78,0.77,0.77,0.78,0.78,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.78
BLD10NEW,Fan,,Fan Max Flow Rate (m3/s ),79.44,80.99,84.3,78.14,72.39,78.41,97.67,79.78,80.17,76.97,78.04,76.76,77.28,75.81,77.58,68.32
