3.0000000000000000,,Location Summary,,,,,,,,,,,,,,,,,
BLD,UWG,,,Miami,Houston,Phoenix,Atlanta,Los Angeles,Las Vegas,San Francisco,Baltimore,Albuquerque,Seattle,Chicago,Boulder,Minneapolis,Helena,Duluth,Fairbanks
BLD16PRE,Zone,,ASHRAE 90.1-2004 Climate Zone,1A,2A,2B,3A,3B-CA,3B,3C,4A,4B,4C,5A,5B,6A,6B,7.0000000000000000,8.0000000000000000
BLD16PRE,TypeWall,,Construction Type,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall
BLD16PRE,RvalWall,,R-value (m2·K / W),0.5740528128587830,0.5740528128587830,0.5740528128587830,0.5913660555884090,0.5740528128587830,0.5740528128587830,0.5945303210463730,0.7980845969672790,0.7656967840735070,0.8149959250203750,0.9372071227741330,0.9025270758122740,1.0235414534288600,1.0235414534288600,1.1037527593819000,1.2180267965895300
BLD16PRE,TypeRoof,,Construction Type,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD,IEAD
BLD16PRE,RvalRoof,,R-value (m2·K / W),1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,1.7574692442882300,2.0449897750511200,1.9762845849802400,2.0703933747412000,2.5000000000000000,2.3696682464455000,2.9850746268656700,2.9850746268656700,2.9325513196480900,2.9850746268656700
BLD16PRE,Uwindow,,U-Factor (W / m2·K),5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,5.8350000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000,3.5250000000000000
BLD16PRE,SHGC,,SHGC,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.5400000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000,0.4070000000000000
BLD16PRE,HVAC,,Air Conditioning (kW),105.8731900000000000,158.8848100000000000,161.8592200000000000,195.5052700000000000,90.1303200000000000,136.9651500000000000,91.6839600000000000,211.5131500000000000,181.0060800000000000,129.7416800000000000,277.3308800000000000,249.8710400000000000,311.9059200000000000,263.8500500000000000,332.9035100000000000,295.4689500000000000
BLD16PRE,HEAT,,Heating (kW),137.8489600000000000,303.0870000000000000,174.5427400000000000,404.0730200000000000,151.5929300000000000,276.5870400000000000,178.9506000000000000,476.1076600000000000,384.0058700000000000,312.7042700000000000,667.2272800000000000,541.8259400000000000,772.0495200000000000,737.9707700000000000,824.1666900000000000,1172.5835900000000000
BLD16PRE,COP,,Air Conditioning (COP),3.2994884644545000,3.2859851876337300,3.2805504456280000,3.2800737755048700,3.2882408272821000,3.2804554567348000,3.2879836767521800,3.2784423668221100,3.2761370645671100,3.2792582961774500,3.1586031678116800,3.2689655695994200,3.1572611763829300,3.1565116125617600,3.1555652588343100,3.1581462014875000
BLD16PRE,EffHeat,,Heating Efficiency (%),0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000,0.7800000000000000
BLD16PRE,Fan,,Fan Max Flow Rate (m3/s ),5.1400000000000000,9.0700000000000000,7.7100000000000000,12.2200000000000000,4.7000000000000000,9.0300000000000000,5.6700000000000000,13.7200000000000000,13.5900000000000000,9.3500000000000000,19.1900000000000000,18.7500000000000000,22.2400000000000000,23.8300000000000000,24.1800000000000000,32.8900000000000000
BLD16PST,TypeWall,,Construction Type,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall,Metal building wall
BLD16PST,RvalWall,,R-value (m2·K / W),0.2290950744558990,0.9823182711198430,0.5422993492407810,1.1627906976744200,0.6090133982947630,0.9090909090909090,1.1627906976744200,1.7889087656529500,1.5698587127158600,1.7241379310344800,1.9569471624266100,1.9569471624266100,2.5188916876574300,2.2522522522522500,2.8490028490028500,3.7174721189591100
BLD16PST,TypeRoof,,Construction Type,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof,Metal building roof
BLD16PST,RvalRoof,,R-value (m2·K / W),2.3752969121140100,2.6666666666666700,3.8314176245210700,2.4449877750611200,1.7574692442882300,3.6630036630036600,1.9960079840319400,3.0303030303030300,2.9850746268656700,2.7472527472527500,3.3783783783783800,3.5087719298245600,3.9682539682539700,3.6496350364963500,4.4052863436123300,5.7471264367816100
BLD16PST,Uwindow,,U-Factor (W / m2·K),5.8350000000000000,5.8350000000000000,5.8350000000000000,4.0920000000000000,5.8350000000000000,5.8350000000000000,4.0920000000000000,3.3540000000000000,4.0920000000000000,4.0920000000000000,3.3540000000000000,3.3540000000000000,2.9560000000000000,2.9560000000000000,2.9560000000000000,2.9560000000000000
