1.0000000000000000,Building Summary Small Hotel pre-1980 construction,,,,,
UWG,,,Value,Value,Value,
areaFloor,,Total Floor Area (m2),4013.6300000000000000,4013.6300000000000000,4013.6300000000000000,
nFloor,,Number of Floors,4.0000000000000000,4.0000000000000000,4.0000000000000000,
glazing,,Total,0.1087000000000000,0.1087000000000000,0.1087000000000000,
hCeiling,,Floor to Floor Height (m),2.9000000000000000,2.9000000000000000,2.9000000000000000,(average of four floors)
areaWall,,Gross Dimensions - Total Area (m2),1694.6600000000000000,1694.6600000000000000,1694.6600000000000000,
ver2hor,,Wall to Skin Ratio,0.6000000000000000,0.6000000000000000,0.6281056232699070,
areaRoof,,Gross Dimensions - Total Area (m2),1003.3894000000000000,1003.3894000000000000,1003.3894000000000000,
areaWindow,,Total Area (m2),184.2100000000000000,184.2100000000000000,184.2100000000000000,
