1,Building Summary Small Office pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),511,511,511
nFloor,,Number of Floors,1,1,1
glazing,,Total,0.212,0.212,0.212
hCeiling,,Floor to Ceiling Height (m),3.1,3.1,3.1
areaWall,,Gross Dimensions - Total Area (m2),281.5,281.5,281.5
ver2hor,,Wall to Skin Ratio,0.36,0.32,0.32
areaRoof,,Gross Dimensions - Total Area (m2),598.8,598.8,598.8
areaWindow,,Total Area (m2),55.8,55.8,55.8
