1,Building Summary Strip Mall pre-1980 construction,,,,
UWG,,,Value,Value,Value
areaFloor,,Total Floor Area (m2),"2,090","2,090","2,090"
nFloor,,Number of Floors,1,1,1
glazing,,Glazing (Total),0.11,0.11,0.11
hCeiling,,Floor to Ceiling Height (m),5.182,5.182,5.182
areaWall,,Gross Dimensions - Total Area (m2),"1,184","1,184","1,184"
ver2hor,,Wall to Skin Ratio,0.36,0.36,0.36
areaRoof,,Gross Dimensions - Total Area (m2),"2,090","2,090","2,090"
areaWindow,,Total Window Area (m2),124,124,124
